発注先企業コード,発注先企業名,発注先業態コード,発注先業態,納品先組織コード,納品先組織名,納品先部門コード,納品先部門名,納品書番号,発注番号,行番号,分納番号,検収状態区分値,検収状態名称,状態区分値,状態名称,発注区分値,発注区分名称,自社商品コード,自社商品名,発注数,出荷数,単位,納品日,出荷日,検収日,単価(外税),金額(外税),作成日,作成時間,勘定科目コード,勘定科目名,入数,発注日,発注締切日,商品分類コード,商品分類名,請求先コード,請求先名,発注部門コード,発注部門名,請求先部門コード,請求先部門名,ログインID,発注者氏名,消費税率,出荷時変更前単位名称,出荷時変更前単価(外税),出荷時変更前金額(外税),適用税率区分
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","2","1","1","検収済","'0","通常","'0","Web発注","10017","カウンタークロス　厚手　グリーン80枚","1","1","袋","2019/08/20","2019/08/19","2019/09/03","1280","1280","2019/08/20","'09:12:00","","連携時作成","80","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","3","1","1","検収済","'0","通常","'0","Web発注","10019","カウンタークロス　厚手　ホワイト","1","1","袋","2019/08/20","2019/08/19","2019/09/03","1280","1280","2019/08/20","'09:12:00","","連携時作成","80","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","4","1","1","検収済","'0","通常","'0","Web発注","10026","OZクッキングシート33×35M","3","3","本","2019/08/20","2019/08/19","2019/09/03","497","1491","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","5","1","1","検収済","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","5","5","箱","2019/08/20","2019/08/19","2019/09/03","460","2300","2019/08/20","'09:12:00","","連携時作成","100","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","6","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/08/20","2019/08/19","2019/09/03","460","2300","2019/08/20","'09:12:00","","連携時作成","100","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","7","1","1","検収済","'0","通常","'0","Web発注","10182","ｼﾞｯﾌﾟﾛｯｸｺﾝﾃﾅｰ長方形 1900ML 1個入","10","10","個","2019/08/20","2019/08/19","2019/09/03","407","4070","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","8","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/08/20","2019/08/19","2019/09/03","2166","2166","2019/08/20","'09:12:00","","連携時作成","6","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517776","H0001153558","10","1","1","検収済","'0","通常","'0","Web発注","20001","4つ折りナフキン未晒","1","1","Ｃ","2019/08/20","2019/08/19","2019/09/03","5600","5600","2019/08/20","'09:12:00","","連携時作成","10000","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","11","1","1","検収済","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/08/20","2019/08/19","2019/09/03","399","1995","2019/08/20","'09:12:00","","連携時作成","500","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","12","1","1","検収済","'0","通常","'0","Web発注","20032","ｽﾄﾚｰﾄｽﾄﾛｰ黒　裸8φX210MM 300本","3","3","箱","2019/08/20","2019/08/19","2019/09/03","487","1461","2019/08/20","'09:12:00","","連携時作成","300","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","13","1","1","検収済","'0","通常","'0","Web発注","20043","使い捨て木製フォーク　15.5cm　バラ","1","1","袋","2019/08/20","2019/08/19","2019/09/03","520","520","2019/08/20","'09:12:00","","連携時作成","100","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","14","1","1","検収済","'0","通常","'0","Web発注","20180","ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ ﾀﾞﾌﾞﾙ 12R入　別単位あり","5","5","袋","2019/08/20","2019/08/19","2019/09/03","300","1500","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","16","1","1","検収済","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","1","1","Ｃ","2019/08/20","2019/08/19","2019/09/03","4500","4500","2019/08/20","'09:12:00","","連携時作成","2000","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","17","1","1","検収済","'0","通常","'0","Web発注","20327","ﾆｭｰﾌﾟﾛﾏｯｸｽプラカップ Sｻｲｽﾞ(BIP362D)","20","20","袋","2019/08/20","2019/08/19","2019/09/03","400","8000","2019/08/20","'09:12:00","","連携時作成","50","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","18","1","1","検収済","'0","通常","'0","Web発注","20342","ワックスペーパー　黒　1000枚","1","1","包","2019/08/20","2019/08/19","2019/09/03","2460","2460","2019/08/20","'09:12:00","","連携時作成","1000","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","19","1","1","検収済","'0","通常","'0","Web発注","20369","使い捨て木製スプーン162MM ﾊﾞﾗ(100本)","1","1","袋","2019/08/20","2019/08/19","2019/09/03","690","690","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517777","H0001153558","20","1","1","検収済","'0","通常","'0","Web発注","20417","ハイパワーガスKC-860(ﾊﾟﾜｰﾄｰﾁ代替品）","2","2","個","2019/08/20","2019/08/19","2019/09/03","446","892","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","21","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","5","5","袋","2019/08/20","2019/08/19","2019/09/03","1438","7190","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","22","1","1","検収済","'0","通常","'0","Web発注","20587","新JSバーガー袋（BITE INTO IT)","1","1","Ｃ","2019/08/20","2019/08/19","2019/09/03","15435","15435","2019/08/20","'09:12:00","","連携時作成","4000","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","23","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/08/20","2019/08/19","2019/09/03","2045","6135","2019/08/20","'09:12:00","","連携時作成","500","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","24","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","3","3","箱","2019/08/20","2019/08/19","2019/09/03","2250","6750","2019/08/20","'09:12:00","","連携時作成","500","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","26","1","1","検収済","'0","通常","'0","Web発注","20884","JSB未晒ショッパー 240X140XH300MM 200ﾏｲ","2","2","包","2019/08/20","2019/08/19","2019/09/03","4960","9920","2019/08/20","'09:12:00","","連携時作成","200","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23517778","H0001153558","27","1","1","検収済","'0","通常","'0","Web発注","30047","花王 グリドル用クリーナー２Ｌ","1","1","本","2019/08/20","2019/08/19","2019/09/03","2980","2980","2019/08/20","'09:12:00","","連携時作成","1","2019/08/19","2019/08/19 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23533767","H0001153558","9","1","1","検収済","'0","通常","'0","Web発注","10293","受)ﾆﾕ-ﾎﾟﾘ袋0.03NO.15","6","6","Ｃ","2019/08/22","2019/08/21","2019/09/03","259","1554","2019/08/22","'09:22:00","","連携時作成","3000","2019/08/19","2019/08/19 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23533767","H0001155225","1","1","1","検収済","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","15","15","束","2019/08/22","2019/08/21","2019/09/03","88","1320","2019/08/22","'09:22:00","","連携時作成","1","2019/08/21","2019/08/21 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23533767","H0001155225","2","1","1","検収済","'0","通常","'0","Web発注","10016","WジッパーフリーザーバッグS　20枚入","5","5","本","2019/08/22","2019/08/21","2019/09/03","94","470","2019/08/22","'09:22:00","","連携時作成","1","2019/08/21","2019/08/21 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23533767","H0001155225","3","1","1","検収済","'0","通常","'0","Web発注","10030","おそうじ消しゴム　7×11×H4cm","1","1","Ｐ","2019/08/22","2019/08/21","2019/09/03","282","282","2019/08/22","'09:22:00","","連携時作成","1","2019/08/21","2019/08/21 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23533767","H0001155225","4","1","1","検収済","'0","通常","'0","Web発注","10039","ヘアーネット　Mサイズ　100枚入","1","1","Ｐ","2019/08/22","2019/08/21","2019/09/03","2400","2400","2019/08/22","'09:22:00","","連携時作成","100","2019/08/21","2019/08/21 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
